dataset_id,dataset_name,dataset_revision,image_size,batch_size,num_workers,epochs,lr,weight_decay,seed,device,use_amp,use_aug,train_fraction,loss,stage,split,model_name,artifact_dir,ckpt_path,auc,acc,f1,cm00,cm01,cm10,cm11
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,15,0.0003,0.0001,0,cuda,True,True,1.0,ce,baselines,test,baseline_random_dist,results/baselines,,0.5247863247863248,0.5801282051282052,0.6895734597156398,71,163,99,291
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,15,0.0003,0.0001,0,cuda,True,True,1.0,ce,baselines,test,baseline_majority,results/baselines,,0.5,0.625,0.7692307692307693,0,234,0,390
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,15,0.0003,0.0001,0,cuda,True,True,1.0,ce,baselines,test,baseline_frozen_resnet_lr,results/baselines,,0.9493534955073416,0.844551282051282,0.8886337543053962,140,94,3,387
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9987305739344514,0.9329501915708812,0.9527665317139,134,0,35,353
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9989229112171104,0.9865900383141762,0.9909208819714656,133,1,6,382
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9990383135867056,0.9616858237547892,0.9748110831234256,115,19,1,387
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9991344822280352,0.9885057471264368,0.9922680412371134,131,3,3,385
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9991729496845668,0.9770114942528736,0.9847328244274808,123,11,1,387
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9995383905216186,0.9885057471264368,0.9923076923076924,129,5,1,387
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.998999846130174,0.9865900383141762,0.9910371318822024,128,6,1,387
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.999634559162948,0.9865900383141762,0.9908972691807544,134,0,7,381
hf-vision/chest-xray-pneumonia,,refs/convert/parquet,224,64,4,10,0.0003,0.0001,0,cuda,True,False,1.0,ce,train_ce_no_aug,valid,resnet18_ce_aug0,results/train_ce_no_aug/seed_0,,0.9989036774888445,0.9846743295019156,0.9897172236503856,129,5,3,385
